# The joyo (Japan general use) kanji with their meanings and readings.
# are subsets of Unihan deemed to be general use (e.g. obscure meanings and readings are left out).
# Copied from https://en.wikipedia.org/wiki/List_of_j%C5%8Dy%C5%8D_kanji, which was copied from https://www.bunka.go.jp/kokugo_nihongo/sisaku/joho/joho/kijun/naikaku/pdf/joyokanjihyo_20101130.pdf.
number,new,old,radical,strokes,grade,year_added,English_meaning,on-yomi,kun-yomi
1977,湧,,水,12,S,2010,boil,ユウ,わ-く
1978,猶,,犬,12,S,,furthermore,ユウ,
1979,裕,,衣,12,S,,abundant,ユウ,
1980,遊,,辵,12,3,,play,ユウ|（ユ）,あそ-ぶ
1981,雄,,隹,12,S,,male,ユウ,お|おす
1982,誘,,言,14,S,,entice,ユウ,さそ-う
1983,憂,,心,15,S,,melancholy,ユウ,うれ-える|うれ-い|う-い
1984,融,,虫,16,S,,dissolve,ユウ,
1985,優,,人,17,6,,superior,ユウ,やさ-しい|すぐ-れる
1986,与,與,臼,3,S,,give,ヨ,あた-える
1987,予,豫,豕,4,3,,in advance,ヨ,
1988,余,餘,食,7,5,,leave over,ヨ,あま-る|あま-す
1989,誉,譽,言,13,S,,reputation,ヨ,ほま-れ
1990,預,,頁,13,5,,deposit,ヨ,あず-ける|あず-かる
1991,幼,,幺,5,6,,infancy,ヨウ,おさな-い
1992,用,,用,5,2,,use,ヨウ,もち-いる
1993,羊,,羊,6,3,,sheep,ヨウ,ひつじ
1994,妖,,女,7,S,2010,bewitching,ヨウ,あや-しい
1995,洋,,水,9,3,,ocean,ヨウ,
1996,要,,襾,9,4,,need,ヨウ,かなめ|い-る
1997,容,,宀,10,5,,contain,ヨウ,
1998,庸,,广,11,S,,commonplace,ヨウ,
1999,揚,,手,12,S,,hoist,ヨウ,あ-げる|あ-がる
2000,揺,搖,手,12,S,,swing,ヨウ,ゆ-れる|ゆ-る|ゆ-らぐ|ゆ-るぐ|ゆ-する|ゆ-さぶる|ゆ-すぶる
2001,葉,,艸,12,3,,leaf,ヨウ,は
2002,陽,,阜,12,3,,sunshine,ヨウ,
2003,溶,,水,13,S,,melt,ヨウ,と-ける|と-かす|と-く
2004,腰,,肉,13,S,,loins,ヨウ,こし
2005,様,樣,木,14,3,,formal title,ヨウ,さま
2006,瘍,,疒,14,S,2010,boil (medical),ヨウ,
2007,踊,,足,14,S,,jump,ヨウ,おど-る|おど-り
2008,窯,,穴,15,S,,kiln,ヨウ,かま
2009,養,,食,15,4,,foster,ヨウ,やしな-う
2010,擁,,手,16,S,,embrace,ヨウ,
2011,謡,謠,言,16,S,,noh chanting,ヨウ,うたい|うた-う
2012,曜,,日,18,2,,day of the week,ヨウ,
2013,抑,,手,7,S,,repress,ヨク,おさ-える
2014,沃,,水,7,S,2010,fertility,ヨク,
2015,浴,,水,10,4,,bathe,ヨク,あ-びる|あ-びせる
2016,欲,,欠,11,6,,longing,ヨク,ほっ-する|ほ-しい
2017,翌,,羽,11,6,,the following,ヨク,
2018,翼,,羽,17,S,,wing,ヨク,つばさ
2019,拉,,手,8,S,2010,crush,ラ,
2020,裸,,衣,13,S,,naked,ラ,はだか
2021,羅,,网,19,S,1981,gauze,ラ,
2022,来,來,人,7,2,,come,ライ,く-る|きた-る|きた-す
2023,雷,,雨,13,S,,thunder,ライ,かみなり
2024,頼,賴,貝,16,S,,trust,ライ,たの-む|たの-もしい|たよ-る
2025,絡,,糸,12,S,,entwine,ラク,から-む|から-まる|から-める
2026,落,,艸,12,3,,fall,ラク,お-ちる|お-とす
2027,酪,,酉,13,S,,dairy products,ラク,
2028,辣,,辛,14,S,2010,bitter,ラツ,
2029,乱,亂,乙,7,6,,riot,ラン,みだ-れる|みだ-す
2030,卵,,卩,7,6,,egg,ラン,たまご
2031,覧,覽,見,17,6,,perusal,ラン,
2032,濫,,水,18,S,,excessive,ラン,
2033,藍,,艸,18,S,2010,indigo,ラン,あい
2034,欄,欄,木,20,S,,column,ラン,
2035,吏,,口,6,S,,officer,リ,
2036,利,,刀,7,4,,profit,リ,き-く
2037,里,,里,7,2,,village,リ,さと
2038,理,,玉,11,2,,reason,リ,
2039,痢,,疒,12,S,,diarrhea,リ,
2040,裏,,衣,13,6,,back,リ,うら
2041,履,,尸,15,S,,footgear,リ,は-く
2042,璃,,玉,15,S,2010,glassy,リ,
2043,離,,隹,19,S,,detach,リ,はな-れる|はな-す
2044,陸,,阜,11,4,,land,リク,
2045,立,,立,5,1,,stand up,リツ|（リュウ）,た-つ|た-てる
2046,律,,彳,9,6,,law,リツ|（リチ）
2047,慄,,心,13,S,2010,fear,リツ,
2048,略,,田,11,5,,abbreviation,リャク,
2049,柳,,木,9,S,,willow,リュウ,やなぎ
2050,流,,水,10,3,,stream,リュウ|（ル）,なが-れる|なが-す
2051,留,,田,10,5,,detain,リュウ|（ル）,と-める|と-まる
2052,竜,龍,龍,10,S,1981,dragon,リュウ,たつ
2053,粒,,米,11,S,,grains,リュウ,つぶ
2054,隆,隆,阜,11,S,,hump,リュウ,
2055,硫,,石,12,S,,sulphur,リュウ,
2056,侶,,人,9,S,2010,companion,リョ,
2057,旅,,方,10,3,,trip,リョ,たび
2058,虜,虜,虍,13,S,,captive,リョ,
2059,慮,,心,15,S,,prudence,リョ,
2060,了,,亅,2,S,,finish,リョウ,
2061,両,兩,入,6,3,,both,リョウ,
2062,良,,艮,7,4,,good,リョウ,よ-い
2063,料,,斗,10,4,,fee,リョウ,
2064,涼,,水,11,S,,refreshing,リョウ,すず-しい|すず-む
2065,猟,獵,犬,11,S,,game-hunting,リョウ,
2066,陵,,阜,11,S,,mausoleum,リョウ,みささぎ
2067,量,,里,12,4,,quantity,リョウ,はか-る
2068,僚,,人,14,S,,colleague,リョウ,
2069,領,,頁,14,5,,territory,リョウ,
2070,寮,,宀,15,S,,dormitory,リョウ,
2071,療,,疒,17,S,,heal,リョウ,
2072,瞭,,目,17,S,2010,clear,リョウ,
2073,糧,,米,18,S,,provisions,リョウ|（ロウ）,かて
2074,力,,力,2,1,,power,リョク|リキ,ちから
2075,緑,綠,糸,14,3,,green,リョク|（ロク）,みどり
2076,林,,木,8,1,,woods,リン,はやし
2077,厘,,厂,9,S,,thousandth,リン,
2078,倫,,人,10,S,,ethics,リン,
2079,輪,,車,15,4,,wheel,リン,わ
2080,隣,,阜,16,S,,neighboring,リン,とな-る|となり
2081,臨,,臣,18,6,,look to,リン,のぞ-む
2082,瑠,,玉,14,S,2010,lapis lazuli,ル,
2083,涙,淚,水,10,S,,tears,ルイ,なみだ
2084,累,,糸,11,S,,accumulate,ルイ,
2085,塁,壘,土,12,S,,bases,ルイ,
2086,類,類,頁,18,4,,sort,ルイ,たぐ-い
2087,令,,人,5,4,,orders,レイ,
2088,礼,禮,示,5,3,,thanks,レイ|ライ,
2089,冷,,冫,7,4,,cool,レイ,つめ-たい|ひ-える|ひ-や|ひ-やす|ひ-やかす|さ-める|さ-ます
2090,励,勵,力,7,S,,encourage,レイ,はげ-む|はげ-ます
2091,戻,戾,戶,7,S,1981,re-,レイ,もど-す|もど-る
2092,例,,人,8,4,,example,レイ,たと-える
2093,鈴,,金,13,S,,small bell,レイ|リン,すず
2094,零,,雨,13,S,,zero,レイ,
2095,霊,靈,雨,15,S,,spirits,レイ|リョウ,たま
2096,隷,,隶,16,S,,slave,レイ,
2097,齢,齡,齒,17,S,,age,レイ,
2098,麗,,鹿,19,S,,lovely,レイ,うるわ-しい
2099,暦,曆,日,14,S,,calendar,レキ,こよみ
2100,歴,歷,止,14,4,,curriculum,レキ,
2101,列,,刀,6,3,,row,レツ,
2102,劣,,力,6,S,,inferiority,レツ,おと-る
2103,烈,,火,10,S,,ardent,レツ,
2104,裂,,衣,12,S,,split,レツ,さ-く|さ-ける
2105,恋,戀,心,10,S,,romance,レン,こ-う|こい|こい-しい
2106,連,,辵,10,4,,take along,レン,つら-なる|つら-ねる|つ-れる
2107,廉,,广,13,S,,bargain,レン,
2108,練,練,糸,14,3,,practice,レン,ね-る
2109,錬,鍊,金,16,S,,tempering,レン,
2110,呂,,口,7,S,2010,spine,ロ,
2111,炉,爐,火,8,S,,hearth,ロ,
2112,賂,,貝,13,S,2010,bribe,ロ,
2113,路,,足,13,3,,road,ロ,じ
2114,露,,雨,21,S,,dew,ロ|（ロウ）,つゆ
2115,老,,老,6,4,,old man,ロウ,お-いる|ふ-ける
2116,労,勞,力,7,4,,labour,ロウ,
2117,弄,,廾,7,S,2010,tamper with,ロウ,もてあそ-ぶ
2118,郎,郞,邑,9,S,,son,ロウ,
2119,朗,朗,月,10,6,,melodious,ロウ,ほが-らか
2120,浪,,水,10,S,,wandering,ロウ,
2121,廊,廊,广,12,S,,corridor,ロウ,
2122,楼,樓,木,13,S,,watchtower,ロウ,
2123,漏,,水,14,S,,leak,ロウ,も-る|も-れる|も-らす
2124,籠,,竹,22,S,2010,basket,ロウ,かご|こ-もる
2125,六,,八,4,1,,six,ロク,む|む-つ|むっ-つ|（むい）
2126,録,錄,金,16,4,,record,ロク,
2127,麓,,鹿,19,S,2010,foot of a mountain,ロク,ふもと
2128,論,,言,15,6,,theory,ロン,
2129,和,,口,8,3,,peace,ワ|（オ）,やわ-らぐ|やわ-らげる|なご-む|なご-やか
2130,話,,言,13,2,,talk,ワ,はな-す|はなし
2131,賄,,貝,13,S,,bribe,ワイ,まかな-う
2132,脇,,肉,10,S,2010,aside,,わき
2133,惑,,心,12,S,,beguile,ワク,まど-う
2134,枠,,木,8,S,1981,frame,,わく
2135,湾,灣,水,12,S,,gulf,ワン,
2136,腕,,肉,12,S,,arm,ワン,うで
