char	codepoint	readings
彡	U+5F61	sam|tiệm
形	U+5F62	hình
彣	U+5F63	văn
彤	U+5F64	đồng
彥	U+5F65	ngạn
彦	U+5F66	ngạn
彧	U+5F67	úc
彩	U+5F69	thái|thải|thể
彪	U+5F6A	bưu
彫	U+5F6B	điêu
彬	U+5F6C	bân|băn
彭	U+5F6D	bang|bàng|bành
彯	U+5F6F	phiêu
彰	U+5F70	chương
影	U+5F71	ảnh
彲	U+5F72	si
彳	U+5F73	sách|sạch|xích
彴	U+5F74	bột|chước|thược
彶	U+5F76	cấp
彷	U+5F77	bàng|dương|phưởng|phảng
彸	U+5F78	chung|công
役	U+5F79	dịch
彻	U+5F7B	triệt
彼	U+5F7C	bỉ
彽	U+5F7D	đê
彾	U+5F7E	linh|lĩnh
彿	U+5F7F	phất|phật|phớt
往	U+5F80	vãng
征	U+5F81	chinh|chủy|trưng|trủy|trừng
徂	U+5F82	tò|tồ
徃	U+5F83	vãng
径	U+5F84	kính
待	U+5F85	đãi
徇	U+5F87	tuân|tuấn|tuần|tuẫn|tuận
很	U+5F88	hẫn|khấn|ngận
徉	U+5F89	dương
徊	U+5F8A	hồi
律	U+5F8B	luật
後	U+5F8C	hấu|hậu
徐	U+5F90	chờ|từ
徑	U+5F91	kinh|kính
徒	U+5F92	đồ
従	U+5F93	tòng|tùng
徕	U+5F95	lai|lại
徖	U+5F96	tủi|á
得	U+5F97	đắc|đức
徘	U+5F98	bồi
徙	U+5F99	si|tỉ|tỷ
徛	U+5F9B	khi
徜	U+5F9C	thương|thường|thảng
從	U+5F9E	thung|tung|tòng|tùng|túng|tụng
徠	U+5FA0	lai|lại
御	U+5FA1	huyến|ngữ|ngự|nhạ
徣	U+5FA3	tá
徤	U+5FA4	kiện
徧	U+5FA7	biến
徨	U+5FA8	hoàng|huỳnh
復	U+5FA9	phú|phúc|phục|phức|phựu
循	U+5FAA	tuần
徬	U+5FAC	bàng|bạng|phảng
徭	U+5FAD	dao|diêu
微	U+5FAE	vi
徯	U+5FAF	hề|hễ|khê|nghễ
徳	U+5FB3	đức
徴	U+5FB4	chủy|trưng|trừng
徵	U+5FB5	chinh|chưng|chủy|trung|trưng|trủy|trừng
徶	U+5FB6	biết
德	U+5FB7	đức
徹	U+5FB9	triệt
徺	U+5FBA	kiểu|nghiêu|tung
徼	U+5FBC	khiếu|kiêu|kiếu|kiểu|yêu
徽	U+5FBD	huy
徿	U+5FBF	long
忀	U+5FC0	nhương
心	U+5FC3	tâm
忄	U+5FC4	tâm
必	U+5FC5	tất
忆	U+5FC6	hắt|ức
忇	U+5FC7	sực
忈	U+5FC8	nhân|nhơn
忉	U+5FC9	đao|đau
忌	U+5FCC	kí|ký|kị|kỵ
忍	U+5FCD	nhẫn
忎	U+5FCE	nhân
忏	U+5FCF	sám|thin|thiên
忐	U+5FD0	khẩn|thảm|tỷ
忑	U+5FD1	thắc|thức|đào|đảo
忒	U+5FD2	thắc
忔	U+5FD4	hật|ngật
忕	U+5FD5	thái|thệ|đại
忖	U+5FD6	phế|thốn|thổn|thỗn
志	U+5FD7	chí
忘	U+5FD8	vong|vô|vương
忙	U+5FD9	mang
応	U+5FDC	ưng|ứng
忝	U+5FDD	thiểm|thiệm|thỏm
忞	U+5FDE	bì|mân|mẫn
忠	U+5FE0	trung
忡	U+5FE1	sung|xung
忣	U+5FE3	cấp
忤	U+5FE4	ngỗ
忧	U+5FE7	ưu
忨	U+5FE8	ngoan|ngoạn|trữ|uyển
忩	U+5FE9	thông
忪	U+5FEA	chung|khung|thông|tung|tùng
快	U+5FEB	khoái
忭	U+5FED	biện|phản
忮	U+5FEE	chí|kĩ|kỷ|kỹ
忰	U+5FF0	tụy
忱	U+5FF1	thầm
忲	U+5FF2	thái
忳	U+5FF3	chuân|linh|tế|đồn
忴	U+5FF4	linh|liên
念	U+5FF5	niệm
忷	U+5FF7	hung
忸	U+5FF8	nục|nữu|nựu
忺	U+5FFA	hiêm|hân
忻	U+5FFB	hân|hãn|ức
忼	U+5FFC	khảng
忽	U+5FFD	cấp|hốt
忾	U+5FFE	hy|hất|khái|khải
忿	U+5FFF	phẫn
怀	U+6000	hoài|hòai|phó|phụ
态	U+6001	thái
怂	U+6002	túng|tủng
怃	U+6003	hủ|vũ
怄	U+6004	âu
怅	U+6005	trướng
怆	U+6006	sang|sảng
怇	U+6007	kinh
怊	U+600A	bạch|siêu
怍	U+600D	tạc|tộ
怎	U+600E	chẩm|chẩn|trẩm
怏	U+600F	ưởng
怐	U+6010	cú|khấu
怑	U+6011	bán|bẳn
怒	U+6012	nộ
怓	U+6013	nao
怔	U+6014	chinh
怕	U+6015	phách|phạ
怖	U+6016	bố|phố
怗	U+6017	chiêm|chức|hỗ|siêm|thiếp
怙	U+6019	hỗ
怚	U+601A	thư|tự
怛	U+601B	tuất|đát|đắn
怜	U+601C	lanh|linh|liên|lân
思	U+601D	tai|tư|tứ
怞	U+601E	du
怟	U+601F	kỳ
怠	U+6020	thống|đãi
怡	U+6021	di
怢	U+6022	đột
怤	U+6024	phu|phó
急	U+6025	cấp
怦	U+6026	bừng|phanh
性	U+6027	tánh|tính
怨	U+6028	oán|uẩn
怩	U+6029	ni|ny|náy|nê
怪	U+602A	quái
怫	U+602B	phí|phất|phật
怬	U+602C	tứ
怭	U+602D	tất
怮	U+602E	u
怯	U+602F	khiếp
怱	U+6031	thông
怲	U+6032	biếng|bính
怳	U+6033	hoảng
怵	U+6035	chuật|truật|truột
怷	U+6037	truật
怹	U+6039	than|đan
总	U+603B	tông|tổng
怼	U+603C	trụy|đỗi
怽	U+603D	kết
怿	U+603F	dịch
恀	U+6040	thị
恁	U+6041	châm|nhẫm|nhậm
恂	U+6042	tuân|tuấn|tuần
恃	U+6043	thị
恄	U+6044	ghét
恅	U+6045	làu|lão|lạo
恆	U+6046	căng|cắng|hằng
恇	U+6047	khuông
恈	U+6048	mâu
恉	U+6049	chỉ|thỏa|tuy
恊	U+604A	hiệp
恋	U+604B	luyến
恌	U+604C	dao|diêu|khiêu|thiêu
恍	U+604D	hoảng
恐	U+6050	khúng|khổng|khủng
恑	U+6051	nguây|quỷ
恒	U+6052	căng|cắng|hằng
恓	U+6053	thê|tây|tê
恔	U+6054	hiệu
恕	U+6055	thứ
恘	U+6058	hưu
恙	U+6059	dương|dạng
恚	U+605A	huệ|khuể|nhuế
恛	U+605B	hồi
恜	U+605C	sức|thức
恝	U+605D	giáp|kiết
恞	U+605E	di
恟	U+605F	hung
恠	U+6060	quái
恡	U+6061	lận
恢	U+6062	khôi
恣	U+6063	thư|thứ|tứ
恤	U+6064	tuất
恥	U+6065	sỉ
恧	U+6067	nục
恨	U+6068	hận
恩	U+6069	ân
恪	U+606A	khác
恫	U+606B	thông|đồng|đỗng|động
恬	U+606C	điềm
恭	U+606D	cung
恮	U+606E	quyền
息	U+606F	tức
恰	U+6070	cáp|kháp
恱	U+6071	duyệt
恲	U+6072	phanh
恳	U+6073	khẩn
恴	U+6074	thân
恵	U+6075	huệ
恶	U+6076	ác|ô|ố
恸	U+6078	đỗng|động
恹	U+6079	yêm
恺	U+607A	khải|khởi
恻	U+607B	trắc
恼	U+607C	não
恽	U+607D	uẩn
恾	U+607E	mang
恿	U+607F	dõng|dũng
悀	U+6080	dõng|dũng
悁	U+6081	quyên|quyến
悂	U+6082	bì
悃	U+6083	khổn
悄	U+6084	thiêu|thiểu|tiễu
悅	U+6085	duyệt|dột
悆	U+6086	dự
悇	U+6087	dơ|dự
悈	U+6088	cức|giới
悉	U+6089	tạt|tất
悊	U+608A	thôi|triết
悋	U+608B	lẫn|lận
悌	U+608C	đễ
悍	U+608D	hãn
悎	U+608E	hạo
悐	U+6090	thích
悑	U+6091	bỏ
悒	U+6092	ấp
悓	U+6093	hiện
悔	U+6094	hối|hổi
悕	U+6095	hy
悖	U+6096	bội|bột
悗	U+6097	man|miễn|mến
悚	U+609A	tủng
悛	U+609B	thoan|thoăn|thuân
悜	U+609C	bào|chường
悝	U+609D	khôi|lý|tập
悞	U+609E	ngộ
悟	U+609F	ngộ
悠	U+60A0	du
悢	U+60A2	lãng|lượng
患	U+60A3	hoạn
悤	U+60A4	thông
悦	U+60A6	duyệt
悧	U+60A7	lợi|rượi
您	U+60A8	nam|nhĩ|nâm|nẫn
悪	U+60AA	ác|ố
悫	U+60AB	khác
悬	U+60AC	huyền
悭	U+60AD	khan|san
悮	U+60AE	ngộ
悯	U+60AF	mẫn|tài
悰	U+60B0	tông
悱	U+60B1	phỉ
悲	U+60B2	bi
悳	U+60B3	khẩn|đức
悴	U+60B4	thốt|tụy|xót
悵	U+60B5	trướng
悶	U+60B6	muốn|muộn|môn|ỷ
悷	U+60B7	lệ
悸	U+60B8	quý
悹	U+60B9	quán
悺	U+60BA	quán
悻	U+60BB	hãnh
悼	U+60BC	nạo|điệu
悽	U+60BD	thê
悾	U+60BE	không
惀	U+60C0	khẩn|luân|luẩn
惂	U+60C2	khẩn
惃	U+60C3	côn
惄	U+60C4	nghễ|nịch
情	U+60C5	tình
惆	U+60C6	chù|trù
惇	U+60C7	run|đôn
惈	U+60C8	quả|uyển
惉	U+60C9	kinh|lương|siêm
惊	U+60CA	kinh|lương
惋	U+60CB	oản|uyển
惌	U+60CC	oản|uyên|uyển
惍	U+60CD	căm
惎	U+60CE	kị|kỵ
惏	U+60CF	lam|lâm|lầm|lẫm
惐	U+60D0	vặc|vực
惑	U+60D1	hoặc
惒	U+60D2	hòa
惓	U+60D3	quyền|quyển
惔	U+60D4	đàm|đạm
惕	U+60D5	dịch|thích|đãng
惘	U+60D8	võng
惙	U+60D9	chuyết|chuyện|xuyết
惚	U+60DA	dịch|hốt|tổng
惛	U+60DB	hôn|muộn
惜	U+60DC	tiếc|tích
惝	U+60DD	sưởng|sượng|thảng
惞	U+60DE	hân
惟	U+60DF	duy
惠	U+60E0	chuy|huệ
惡	U+60E1	ác|ô|ố
惢	U+60E2	nhị|tỏa
惣	U+60E3	tổng
惤	U+60E4	huyền
惥	U+60E5	dũng
惦	U+60E6	điếm
惧	U+60E7	cụ
惨	U+60E8	thảm
惩	U+60E9	trừng
惪	U+60EA	đức
惫	U+60EB	bại|bị
惬	U+60EC	khiếp|thiếp
惭	U+60ED	tàm
惮	U+60EE	đát|đạn
惯	U+60EF	quán
惰	U+60F0	noa|nọa|đọa
惱	U+60F1	não
惲	U+60F2	uấn|uẩn
想	U+60F3	tưởng
惴	U+60F4	chúy|nhoai|sủy
惵	U+60F5	điệp
惶	U+60F6	hoàng|huỳnh
惷	U+60F7	xuân|xuẩn
惸	U+60F8	bẫng|quýnh|quỳnh
惹	U+60F9	nha|nhã|nhược|nhạ|nặc
惺	U+60FA	tinh|tỉnh
惻	U+60FB	trắc
惼	U+60FC	biền|biển|bẽn
惽	U+60FD	hôn|muộn
惾	U+60FE	tông
愀	U+6100	sậu|thiều|thiểu|thu|xỉu
愁	U+6101	sầu|thiểu
愂	U+6102	bội
愃	U+6103	huyên
愄	U+6104	úy
愅	U+6105	cách
愆	U+6106	khiên|khiền
愇	U+6107	vĩ
愈	U+6108	dũ|dụ|rủ
愉	U+6109	du|thâu
愊	U+610A	bức|bực|phúc|phức
愋	U+610B	mẫn
愍	U+610D	hôn|mẫn
愎	U+610E	phục|phức
意	U+610F	y|ý
愐	U+6110	giợn|miến|miễn
愒	U+6112	khái|khế|yết
愓	U+6113	dịch|thích|đãng
愔	U+6114	am|âm
愕	U+6115	ngạc
愖	U+6116	kham|thâm|thậm|đam
愗	U+6117	mậu
愘	U+6118	duyên|duyến|khác
愙	U+6119	khác
愚	U+611A	ngu
愛	U+611B	chuy|ái
愜	U+611C	hiệp|khiếp|thiếp|thiệp
愞	U+611E	nhuyễn
感	U+611F	cảm
愠	U+6120	uấn|uẩn
愡	U+6121	tổng
愣	U+6123	lăng
愤	U+6124	phấn|phẫn
愦	U+6126	hội
愧	U+6127	quý
愨	U+6128	khác|xác
愩	U+6129	thận
愫	U+612B	tố
愬	U+612C	sách|sánh|tố
愮	U+612E	dao|diêu|diệu|thao
愯	U+612F	song
愰	U+6130	hoảng
愲	U+6132	cốt|súc
愳	U+6133	cụ
愴	U+6134	sang|sáng|sảng|thương
愵	U+6135	nịch
愷	U+6137	khải|khởi
愺	U+613A	bác|thảo|thận
愻	U+613B	tốn
愼	U+613C	thận
愽	U+613D	bác
愾	U+613E	hi|hy|hất|khái|khải
愿	U+613F	nguyện
慁	U+6141	hỗn
慂	U+6142	dũng
慃	U+6143	õng
慄	U+6144	lật
慅	U+6145	tao|tháo
慆	U+6146	thao
慇	U+6147	khác|ân
慈	U+6148	tư|từ
慉	U+6149	súc
慊	U+614A	hiềm|khiếp|khiết|khiểm|khiển
態	U+614B	thái
慌	U+614C	hoang|hoảng
慍	U+614D	uấn|uẩn|ân
慎	U+614E	thận
慑	U+6151	chiếp|nhiếp
慒	U+6152	mộng|tao
慓	U+6153	phiêu
慔	U+6154	mạc
慕	U+6155	mộ
慘	U+6158	thảm
慙	U+6159	tàm
慚	U+615A	tuồm|tàm
慛	U+615B	thôi
慝	U+615D	nặc|thắc
慞	U+615E	chương
慟	U+615F	đỏng|đỗng|động
慠	U+6160	ngạo
慢	U+6162	mạn
慣	U+6163	quen|quán
慤	U+6164	khác|xác
慥	U+6165	tháo
慦	U+6166	cứu|ngận
慧	U+6167	huệ|tuệ
慨	U+6168	khái
慪	U+616A	âu
慫	U+616B	tung|tùng|túng|tủng
慬	U+616C	cần|cận|cỡn
慭	U+616D	ngận
慮	U+616E	lư|lục|lự
慯	U+616F	thưởng
慰	U+6170	uý|úy|ủy
慱	U+6171	đoàn
慲	U+6172	man
慳	U+6173	ghen|khan|kiên|san|xan
慴	U+6174	chiếp|chiệp|nhiếp|tiệp|triếp|triệp|điệp
慵	U+6175	dong|dung|thung|thuồng
慶	U+6176	khanh|khánh|khương
慷	U+6177	khảng
慸	U+6178	sái|sại|đế
慹	U+6179	chấp
慺	U+617A	lâu
慼	U+617C	thích
慽	U+617D	thích
慾	U+617E	dục
慿	U+617F	bằng
憀	U+6180	liêu|thảm
憁	U+6181	tổng
憂	U+6182	ưu
憃	U+6183	thung|xuẩn
憇	U+6187	khế
憊	U+618A	bại|bị
憋	U+618B	biết|biệt|miết
憍	U+618D	kiêu
憎	U+618E	dịch|tăng
憏	U+618F	sế
憐	U+6190	liên|lân
憑	U+6191	bằng|bẵng
憒	U+6192	hối|hội
憓	U+6193	huệ
憔	U+6194	tiêu|tiều|tiễu
憖	U+6196	ngận
憗	U+6197	ngận
憘	U+6198	hy|hỷ
憙	U+6199	hí|hý|hỷ
憚	U+619A	dạn|đát|đạn
憛	U+619B	đàm|đạn
憜	U+619C	đọa
憝	U+619D	đỗi|đội
憞	U+619E	đội
憟	U+619F	túc
憢	U+61A2	hiêu
憣	U+61A3	phiên
憤	U+61A4	phấn|phẫn
憥	U+61A5	lao
憦	U+61A6	lao|lạo
憧	U+61A7	sung|tráng|xung|đổng
憨	U+61A8	ham|hàm|hám
憩	U+61A9	khế|điềm
憪	U+61AA	hàn|mẫn
憫	U+61AB	mẫn
憬	U+61AC	cảnh
憭	U+61AD	liêu|liễu|liệu|trêu
憮	U+61AE	hủ|vũ
憯	U+61AF	thảm
憰	U+61B0	quất
憱	U+61B1	túc|xúc
憲	U+61B2	hiến
憴	U+61B4	thằng
憵	U+61B5	tài
憶	U+61B6	ức
憸	U+61B8	tiêm
憹	U+61B9	não
憺	U+61BA	đam|đảm
憻	U+61BB	thản
憼	U+61BC	kinh|kỉnh
憾	U+61BE	hám
憿	U+61BF	kiêu
懁	U+61C1	hoài|hoàn|hòai
懂	U+61C2	đổng
懃	U+61C3	cân|cần
懅	U+61C5	cứ|cự
懆	U+61C6	tháo|thảo
懇	U+61C7	khấn|khẩn
懈	U+61C8	giải
應	U+61C9	ưng|ứng
懊	U+61CA	ngạo|núc|áo|úc|ảo
懋	U+61CB	mậu
懌	U+61CC	dịch|sần
懍	U+61CD	lẫm
懑	U+61D1	muộn
懒	U+61D2	lãn|lại
懓	U+61D3	kế|áy
懔	U+61D4	lẫm
懕	U+61D5	yêm
懘	U+61D8	sế
懙	U+61D9	dư
懜	U+61DC	mộng
懝	U+61DD	ngại
懞	U+61DE	mong|mông|mộng
懟	U+61DF	trụy|đỗi|đội
懠	U+61E0	tê
懡	U+61E1	ma|mạ
懢	U+61E2	nhàm
懣	U+61E3	muộn
懤	U+61E4	trù
懥	U+61E5	chí|sí|sý
懦	U+61E6	nhu|nhụa|nọa
懧	U+61E7	ninh|nạnh|nọa
懨	U+61E8	yêm
懩	U+61E9	dưỡng
懪	U+61EA	bạc|bạo
懫	U+61EB	chí|chất
懬	U+61EC	khoáng|quảng
懭	U+61ED	khoáng|quảng
懮	U+61EE	ưu
懰	U+61F0	lưu|lữu
懱	U+61F1	miết
懲	U+61F2	trừng
懴	U+61F4	sám
懵	U+61F5	manh|mông|mộng
懶	U+61F6	lãn|lại
懷	U+61F7	hoài|hòai
懸	U+61F8	huyền
懹	U+61F9	hoài|hòai|nhượng
懺	U+61FA	sám
懻	U+61FB	hoãn|ký|tủy
懼	U+61FC	cụ
懽	U+61FD	hoan|hoàn|quán
懾	U+61FE	nhiếp|triếp
懿	U+61FF	ý
戀	U+6200	luyến|xước
戁	U+6201	nạn|nản
戄	U+6204	cụ|quặc
戅	U+6205	tráng
戆	U+6206	tráng
戇	U+6207	chướng|cống|tráng
戈	U+6208	qua
戉	U+6209	mậu|việt
戊	U+620A	mậu
戋	U+620B	tiên|tàn
戌	U+620C	tuất
戍	U+620D	thú
戎	U+620E	nhung
戏	U+620F	huy|hô|hý
成	U+6210	thành
我	U+6211	ngã
戒	U+6212	giới
戔	U+6214	tiên|tàn
戕	U+6215	thương|tường
或	U+6216	hoặc|vặc|vực
戗	U+6217	sang|sáng|thương
战	U+6218	chiến
戚	U+621A	thích|xúc
戛	U+621B	giáp|giát|kiết
戝	U+621D	tặc
戞	U+621E	kiết
戟	U+621F	kích
戡	U+6221	kham
戢	U+6222	phữu|trấp|tấp|tập
戣	U+6223	quỳ
戤	U+6224	cái|khái|ngái
戥	U+6225	đắng|đẳng
戦	U+6226	chiến|khuyết
戧	U+6227	sang|sáng|thương
戩	U+6229	tiển|tiễn
截	U+622A	phữu|tiệt|triệt
戫	U+622B	khuyết|úc
戬	U+622C	tiển|tiễn
戭	U+622D	diễn|dẫn
戮	U+622E	lục
戯	U+622F	hý
戰	U+6230	chiến
戱	U+6231	huy|hí|hô|hý|từ
戲	U+6232	huy|hí|hô|hý
戳	U+6233	chạc|sác|trạc
戴	U+6234	đái|đới
戵	U+6235	cù
戶	U+6236	hộ
户	U+6237	hộ
戸	U+6238	hộ
戹	U+6239	ách
戺	U+623A	sĩ
戻	U+623B	lệ
戼	U+623C	mão
戽	U+623D	hố|hỗ|hộ
戾	U+623E	liệt|lệ
房	U+623F	bàng|phòng
所	U+6240	sở|sỡ
扁	U+6241	biên|biền|biển|phiên|thiên
扂	U+6242	điệm
扃	U+6243	côi|quynh|quýnh
扅	U+6245	di
扆	U+6246	thái|tra|ỷ
扇	U+6247	bình|phiến|thiên
扈	U+6248	hỗ|hộ
扉	U+6249	phi|phị
扊	U+624A	diễm|diệm
手	U+624B	thủ|trì
扌	U+624C	thủ
才	U+624D	thủ|tài
扎	U+624E	trát
扏	U+624F	há
扐	U+6250	lặc
扑	U+6251	bạc|bốc|bộc|phác|phốc
扒	U+6252	bái|bát|bắt
打	U+6253	tranh|tá|đả
扔	U+6254	nhưng|nhận|nẫy
払	U+6255	chàng|phất|phật
扗	U+6257	nhổ|tại
托	U+6258	thác|thách|thước|thướt|thốc
扙	U+6259	rượn|trượng
扚	U+625A	thược|địch
扛	U+625B	cang|công|giang|giăng
扜	U+625C	hu|vo|vu
扞	U+625E	cán|cản|hãn|hạn
扟	U+625F	nhạ
扠	U+6260	sá|thoa|xoa
扡	U+6261	tha|thiên
扢	U+6262	cốt|cột|hất|khất|ngật|ngắt
扣	U+6263	khấu|khẩu
扤	U+6264	ngột
扥	U+6265	thác
扦	U+6266	hãn|tha|thiên|xiên
执	U+6267	chấp
扨	U+6268	nhấn
扩	U+6269	khoách|khoáng|khoắc|khuếch
扪	U+626A	môn
扫	U+626B	táo|tảo
扬	U+626C	dương
扭	U+626D	nữu
扮	U+626E	ban|biện|bán|phân|phạn|phẫn
扯	U+626F	chải|xả
扰	U+6270	nhiễu
扱	U+6271	gắp|hấp|tháp|tráp
扲	U+6272	cầm
扳	U+6273	ban|bản|bẳn|phan
扴	U+6274	thôn
扵	U+6275	ư
扶	U+6276	phiếu|phò|phù
批	U+6279	phê
扺	U+627A	chỉ
扻	U+627B	tiết
扼	U+627C	ách
扽	U+627D	đùn|đốn
找	U+627E	hoa|phạt|qua|quơ|trảo
承	U+627F	chửng|thặng|thừa|tặng
技	U+6280	kĩ|kỹ
抃	U+6283	biến|biện|bện|du
抄	U+6284	sao
抅	U+6285	câu
抆	U+6286	vấn|vẫn|vặn
抇	U+6287	hột|nhặt
抈	U+6288	ngoắt|nguyệt
抉	U+6289	khoét|quyết
把	U+628A	bà|bá|bã|bả
抌	U+628C	thẩm|trẩm|đam
抎	U+628E	vẫn
抏	U+628F	canh|ngoan|ngoạn|nạp|nột
抐	U+6290	nạp|nột
抑	U+6291	ức
抒	U+6292	trử|trữ
抓	U+6293	co|trao|trảo
抔	U+6294	bầu|bồi|phầu
投	U+6295	đầu|đậu
抖	U+6296	đẩu
抗	U+6297	kháng
折	U+6298	chiếp|chiết|triết|đề
抚	U+629A	mô|phủ
抛	U+629B	phao
抜	U+629C	bạt|bội
抝	U+629D	ảo
択	U+629E	mân|trạch
抟	U+629F	chuyên|đoàn
抠	U+62A0	khu
抡	U+62A1	luân
抢	U+62A2	sang|sanh|thương|thướng|thưởng|thảng
护	U+62A4	hộ
报	U+62A5	báo
抨	U+62A8	banh|bình|phanh
抩	U+62A9	nhóm|thú|thủ
抪	U+62AA	bó|phô
披	U+62AB	bia|phi|phơ
抬	U+62AC	si|sĩ|đài
抭	U+62AD	du
抮	U+62AE	chẩn|hiển|thốt
抯	U+62AF	thiêm|tra|vả
抱	U+62B1	bào|bão|quái
抳	U+62B3	nai|nỉ
抴	U+62B4	duệ
抵	U+62B5	chỉ|để
抶	U+62B6	sất|thắt
抷	U+62B7	phơ
抸	U+62B8	bẹp
抹	U+62B9	ma|mạt
抺	U+62BA	vầy
抻	U+62BB	thân
押	U+62BC	áp
抽	U+62BD	trừu
抾	U+62BE	khư|khứa|kiếp
抿	U+62BF	mân|mẫn
拁	U+62C1	giơ
拂	U+62C2	bật|phất|phật
拃	U+62C3	tra|tạt
拄	U+62C4	chủ|trụ
担	U+62C5	tạ|đam|đãn|đảm|đản|đắn|đẵm|đẵn
拆	U+62C6	sách|sạch|thác|xích
拇	U+62C7	mẫu|tráo|trạo
拈	U+62C8	chiêm|chêm|niêm
拉	U+62C9	lạp|lạt|lấp
拊	U+62CA	phu|phụ|phủ
拋	U+62CB	phao
拌	U+62CC	ban|bàn|bạn|bắn|phan|phán
拍	U+62CD	bác|phách|phếch
拎	U+62CE	linh
拏	U+62CF	noa|nã
拐	U+62D0	biết|quái|quải|quảy|quầy
拑	U+62D1	cam|cùm|kiềm
拒	U+62D2	củ|cứ|cự
拓	U+62D3	chích|thác|tháp
拔	U+62D4	bạt|bội
拕	U+62D5	tha|đà
拖	U+62D6	tha|đà
拗	U+62D7	ao|húc|nữu|nựu|áo|ảo
拘	U+62D8	câu|cù
拙	U+62D9	chuyết|chút
拚	U+62DA	biền|biện|phan|phanh|phiên|phấn|tráo|trạo
招	U+62DB	chiêu|kiêu|kiều|thiêu|thiều|tội
拜	U+62DC	bái
拝	U+62DD	bái
拞	U+62DE	khua|khêu
拟	U+62DF	nghĩ
拠	U+62E0	cứ
拢	U+62E2	long|lung|lũng
拣	U+62E3	giản|luyến
拥	U+62E5	dùng|ung|ủng
拦	U+62E6	lan|lạn
拧	U+62E7	ninh|nịnh|thự
拨	U+62E8	bát|phạt
择	U+62E9	trạch
拪	U+62EA	tay|thiên
拫	U+62EB	gắn|ngân
括	U+62EC	hoạt|phạt|quát|thiệm
拭	U+62ED	rị|thức
拮	U+62EE	cát|cất|kiết|kiệt
拯	U+62EF	chủng|chửng
拰	U+62F0	nhúm
拱	U+62F1	cõng|cùng|củng|ky
拲	U+62F2	trí
拳	U+62F3	quyền
拴	U+62F4	thuyên|toàn
拵	U+62F5	dồn
拶	U+62F6	tạt|tản
拷	U+62F7	khảo|khỉu
拸	U+62F8	trì
拹	U+62F9	hiếp|mạ
拻	U+62FB	mạ
拼	U+62FC	banh|biền|bãi|bính|phanh
拽	U+62FD	duyệt|duệ|dìa|trí
拾	U+62FE	kiệp|thiệp|thập
拿	U+62FF	nã
持	U+6301	trì
挂	U+6302	quải|quẩy
挃	U+6303	chọi|trất
挄	U+6304	quăng
挅	U+6305	sủy|tuy|xoá|đỏa
挆	U+6306	sủy|đỏa
指	U+6307	chỉ
挈	U+6308	khiết|khế|kiết|xiết
按	U+6309	án
挋	U+630B	chấn
挌	U+630C	các|cách|gác|hiệu|rắc
挍	U+630D	gieo|hiệu
挎	U+630E	khóa
挏	U+630F	rùng|đồng
挐	U+6310	duy|ly|noa|nã|nư|nạo
挑	U+6311	khiêu|thao|thiêu|thiểu|tra|vẹo
挒	U+6312	trét
挓	U+6313	tha|trát
挕	U+6315	nhẹ
挖	U+6316	oát|oạt|ấp
挗	U+6317	dí
挙	U+6319	cử
挚	U+631A	chí
挛	U+631B	loan|luyên|luyến
挜	U+631C	á
挝	U+631D	qua
挞	U+631E	thát
挟	U+631F	cáp|hiệp|tiệp
挠	U+6320	nạo
挡	U+6321	đáng|đảng
挢	U+6322	kiều|kiểu|kiệu
挣	U+6323	tranh|tránh
挤	U+6324	trí|tê|tễ
挥	U+6325	huy
挦	U+6326	triêm|trâm|tầm
挨	U+6328	ai|nhai|tróc|ải
挩	U+6329	thoát|thuế
挪	U+632A	na|ná
挫	U+632B	doạ|tọa|tỏa
挬	U+632C	vọt
挭	U+632D	gánh|thiến
振	U+632F	chân|chấn|chẩn
挰	U+6330	dềnh
挱	U+6331	ky|sa|ta
挲	U+6332	sa|ta
挴	U+6334	la|mói|mỗi
挵	U+6335	lỏng|lộng|phan
挶	U+6336	cúc|cư|cục
挷	U+6337	văng
挸	U+6338	kén
挹	U+6339	úp|ấp
挺	U+633A	đình|đĩnh
挼	U+633C	nhoa|noa|nôi|nỗi|thiến
挽	U+633D	vãn
挾	U+633E	cáp|hiếp|hiệp|tiệp|xáp
挿	U+633F	sáp|tháp|thọc
捁	U+6341	giảo|kéo
捂	U+6342	ngỗ|ngộ|ô|ủ
捃	U+6343	khuân|quân|quấn|quận
捄	U+6344	cầu|cứu
捅	U+6345	thòng|thống|thổng
捆	U+6346	hồn|khổn
捇	U+6347	xách
捈	U+6348	giơ|đồ
捉	U+6349	tróc
捊	U+634A	bào|phu
捋	U+634B	dương|liệt|loát
捌	U+634C	bát|bịt|dương
捍	U+634D	cản|hãn|tốc
捎	U+634E	sao|siếu|sảo|tiêu
捏	U+634F	niết|nát
捐	U+6350	quen|quyên|quên
捑	U+6351	khương
捓	U+6353	da|gia
捔	U+6354	giác|trác
捕	U+6355	bõ|bổ|bộ
捖	U+6356	hoàn
捗	U+6357	duệ|lê
捘	U+6358	thoa|thoan|tuấn
捛	U+635B	trã
捜	U+635C	sưu|sảo|tiêu
捝	U+635D	thoát|thuế
捞	U+635E	lao|liệu
损	U+635F	tu|tổn
捠	U+6360	banh
捡	U+6361	kiểm|liệm
换	U+6362	hoán
捣	U+6363	đảo
捤	U+6364	tường|vãi
捥	U+6365	oản|uyên|uốn
捦	U+6366	cầm
